word	polarity	subjectivity
salaria	0	-0.09
salarial	0	-0.09
salario	0.32	-5
salarios	0	-0.09
salarlos	0	-0.26
salary	0	-0.34
salas	0.39	-5
salas-elmes	0	-0.09
salas-fierro	0	-0.09
salas//	0	-0.17
salashamachinuevasdeyugioh	0	-0.09
salaudos	0	-0.09
salavdor	0.08	0.06
salaverry	0	-0.09
salaza	0	-5
salazar	1.01	-5
salazar-salgado	0.08	0.06
salazr	0	-0.09
salbutamo	-0.08	0.05
salbutamol	-0.08	0.03
salced	0	-0.09
salcedo	-0.02	-5
salchichas	0	-0.26
salcido	0	-0.17
salco	0	-0.43
salcobrand	0	-5
sald	0	-0.09
saldades	0	-0.09
saldana	0	-0.09
saldar	0	-0.09
saldañ	0	-0.17
saldaña	0.08	-3.66
salderemos	0	-0.17
saldia	0	-0.43
saldiabeile	0	-2.59
saldias	-0.18	0.07
saldiva	0	-0.78
saldivar	0	-0.34
saldivar-villalobo	0	-0.43
saldivi	0	-0.26
saldivia	0.08	-0.21
saldo	-0.42	1.11
saldos	-0.1	0.15
saldr	0.16	0.12
saldra	1.82	2.5
saldramos	0	-0.09
saldran	-0.07	0.13
saldras	0.08	0.06
saldre	-0.33	0.19
saldre//estos	0.08	0.06
saldremo	0	-0.09
saldremos	3.81	2.71
saldremosadelante	0	-0.09
saldrems	0.08	0.06
saldrenos	0	-0.09
saldria	-0.16	0.1
saldrian	-0.02	0.08
saldru00e0	-0.16	0.1
saldrá	0.86	0.22
saldrán	0.81	0.04
saldrás	0.16	0.1
saldré	0.32	0.23
saldrí	0	-0.09
saldría	-0.08	0.02
salduo	0.08	0.06
salduso	0.08	0.06
saldía	0	-0.09
saldías	0	-0.6
sale	-3.54	5
salede	-0.08	0.06
salem	0.08	0.04
salen	-5	3.55
salena	0	-0.09
saleo	0	-0.09
saler	0	-0.17
salern	0	-0.09
salerno	0	-0.09
saleron	0	-0.09
sales	0.94	0.7
salesiana	0	-0.17
salesianas	0	-0.26
salesiano	0	-0.26
salesianos	-0.02	0.06
salfa	0.05	0.1
salfat	0	-0.69
salfate	0.67	-3.91
salfate&acirc	0	-0.09
salfatesi	0	-0.09
salfatiana	0	-0.09
salfeld	0	-0.09
salfte	0.08	0.06
salg	0	-0.09
salga	5	5
salgad	0.08	-2.37
salgado	1.94	-5
salgados	0	-0.09
salgamos	0.75	0.72
salgan	-2.34	1.88
salgas	-0.21	0.36
salgase	0.08	0.06
salgo	-0.95	1.11
salguero	0	-0.09
salguien	0.4	0.3
sali	2.37	3.66
sali&atilde	0	-0.09
salia	-1	0.58
salian	-0.16	0.02
salias	0	-0.17
salid	-0.08	-0.3
salida	-1.12	0.06
salidad	0	-0.17
salidaria	0	-0.09
salidaridad	0	-0.09
salidas	-0.02	-5
salidita	0	-0.26
salido	-1.49	2.55
salidos	0.08	0.05
salie	0	-0.52
saliedo	0	-0.26
saliendo	1.35	2.53
saliente	-0.33	0.11
salientes	-0.08	0.06
salier	0	-0.09
saliera	0.05	0.06
salieramos	0	-0.09
salieran	0.13	0.21
salierndo	0	-0.17
saliero	0	-0.26
salieron	-0.08	0.77
salim	0	-0.09
salimoas	0	-0.09
salimos	0.4	2.06
salina	0.49	0.01
salinas	0.24	-5
salinas(21	0	-0.09
salinas(talcahuano	0	-0.09
salinas-	0	-0.34
salinas-barranca	0	-0.09
salinas-cruz	0	-0.17
salinas//	0	-0.09
salindo	0	-0.09
salinger	0	-0.09
salio	-2.61	3.3
saliod	0	-0.09
salioel	0	-0.09
salir	-1.77	5
salir/llegar	0	-0.09
salirme	0	-0.09
salirnos	0	-0.09
salirr	-0.16	0.12
salirs	0	-0.09
salirte	0	-0.09
saliru00a1u00a1u00a1u00a1	-0.08	0.06
salis	-0.02	0.01
saliste	0.46	0.35
salistes	0.16	0.12
salitre	0	-0.09
saliu	0.08	0.06
saliu00f	0	-0.17
saliu00f2	0.08	0.06
saliudo	0	-0.09
saliva	0	-0.09
saliéndose	0	-0.09
salió	-0.12	-5
salkdu00c7lasdku00c7a	0	-0.09
sallago	0	-0.09
salle	0.16	0.1
salles	0	-0.09
salluz	0	-0.09
sallve	0	-0.09
sally	0	-0.09
salman	0	-0.34
salmanca	0	-0.09
salmaso	0	-0.17
salmo	0.08	-0.47
salmon	0	-0.34
salmonela	0	-0.09
salmonella	0.08	0.06
salmor	0	-0.09
salmorales@aol.com	0	-0.34
salmos	0	-0.17
salmu00e3o	0	-0.09
salmón	0.08	0.06
salo	-0.08	0.05
salodo	0.08	0.06
salom	0	-0.34
salome	0	-0.09
salomon	0	-2.76
salomu00e3o	0.08	0.05
salomón	0	-0.6
salon	-0.12	0.11
salonen	0	-0.09
salones	-0.16	0.11
salons	-0.08	0.06
salosny	0.08	0.05
salotec	0	-0.09
salou	0.08	0.05
salpadores	0	-0.09
salpaoskdaspokd	0	-0.09
salpica	0	-0.17
salpicon	0	-0.09
salsa	0.46	0.23
salsa\	0	-0.09
salsera	0	-0.09
salseros	0.08	0.05
salsipuedes	0	-0.09
salsran	0.08	0.06
salt	0	-5
salta	-0.52	-5
salta-argentina	-0.08	0.05
saltaba	0	-0.26
saltaban	0	-0.09
saltacomadreja@hotmail.com	0.08	0.06
saltad	0.08	0.06
saltadilla	0	-0.09
saltamontes	0	-0.09
saltamos	0	-0.09
saltan	-0.49	0.36
saltand	0	-0.09
saltando	0.16	0.02
saltar	0.13	0.11
saltaran	0	-0.09
saltaro	0	-0.09
saltaron	-0.24	0.11
saltarse	0	-0.17
saltarín	0	-0.09
saltas	-0.02	0.12
salte	0	-0.09
salteado	0.08	0.05
salteados	0.08	0.06
saltense	0.08	0.06
salteñ	0	-0.17
salteño	0	-0.09
salteños	0	-0.69
saltill	0	-0.09
saltillo	0.08	0.02
saltimbanco	0	-0.6
saltitos	0	-0.09
salto	0.27	0.14
salton	0	-0.26
saltona	-0.08	0.05
saltones	0	-0.17
saltos	-0.06	0.3
saltran	0.08	0.06
salty	0	-0.09
salté	0	-0.09
saltó	-0.02	0.01
saltón	0	-0.09
salu	0.08	-4.7
salu00e	0	-0.09
salu00e3o	0	-0.78
salu2	1.4	1.23
salucita	0	-0.09
salucito	0.08	0.06
salud	5	5
salud\	0.08	0.06
saluda	1.1	0.98
saludable	-0.08	0.06
saludador	0.08	0.06
saludal	0.32	0.24
saludala	1.54	1.16
saludalas	0.24	0.18
saludame	0.08	0.06
saludamos	0.32	0.24
saludando	0.97	0.73
saludar	0.91	0.98
saludara	0.08	0.06
saludaran	0.08	0.06
saludarl	0.08	0.06
saludarla	-0.08	0.06
saludarles	0.08	0.06
saludarlos	0.08	0.06
saludarme	0.16	0.12
saludart	0.08	0.06
saludarte	0.24	0.18
saludaré	0.08	0.06
saludas	0.21	0.3
saludases	0.08	0.06
saludaste	-0.08	0.06
salude	0.16	0.12
saludemos	0.49	0.37
saluden	0.08	0.06
saludes	0.24	0.18
saludines	0.24	0.18
saludito	0.32	0.24
saluditos	0.86	0.79
saluditos^^	0.08	0.06
saludits	0.08	0.06
saludo	5	5
saludos	5	5
saludoss	0.73	0.55
saludosss	0.32	0.24
saludossss	0.08	0.06
saludosy	0.16	0.12
saludu00f2	-0.08	0.06
saludé	0.08	0.06
saluendo	0	-0.09
saluidos	0	-0.09
salundadolos	0.08	0.06
saluo	0.08	0.06
salv	0	-5
salva	3.69	2.23
salvabesse	0.08	0.06
salvacio	0	-0.09
salvacion	-0.02	-0.6
salvació	0.08	0.06
salvación	0.08	-0.64
salvad	0	-0.6
salvada	-0.08	0.01
salvado	-0.27	-2.44
salvador	-2.43	3.71
salvadorenos	0.08	0.05
salvadores	-0.02	0.12
salvadoreñ	0	-0.09
salvadoreño	0	-0.6
salvadoreños	0.32	0.23
salvados	0	-0.43
salvaguardar	-0.08	0.05
salvajada	0	-0.17
salvaje	-0.1	0.11
salvaje(8	0	-0.09
salvajes	0	-0.26
salvajeu201	0	-0.09
salvalse	0	-0.09
salvam	0	-0.17
salvame	0	-0.6
salvamento	-0.02	0.12
salvamo	0	-0.09
salvamos	-0.08	-0.13
salvan	-0.16	0
salvand	0	-0.09
salvando	-0.02	0
salvandote	0	-0.09
salvanos	-0.08	0.05
salvao	0	-0.09
salvar	0.15	0.68
salvara	-0.08	0.03
salvaran	-0.08	0.06
salvarla	0	-0.09
salvarlas	0.08	0.05
salvarle	0.08	0.06
salvarlo	0	-0.34
salvarlos	0	-0.26
salvarme	0	-0.17
salvarnos	0	-0.09
salvaro	0	-0.09
salvaron	0.02	-1.15
salvarse	-0.02	0.02
salvarte	-0.08	0.06
salvará	0	-0.09
salvará\	0	-0.17
salvaré	0	-0.09
salvas	0.24	0.17
salvaste	-0.08	0.04
salvataje	0	-0.09
salvate	0	-0.26
salvatierr	0	-0.09
salvatierra	0	-1.12
salvatore	0	-0.09
salvavidas	0.08	0.04
salve	-0.15	-0.89
salve\	-0.08	0.06
salvedad	0	-0.09
salvemos	-0.02	0.12
salvemosu00a0al	0	-0.09
salven	0	-0.6
salvese	0	-0.17
salvi	0	-0.17
salvivi	0	-0.09
salvo	5	5
salvocond	0	-0.09
salvoconducto	0.08	-5
salvoconducto.si	0	-0.09
salvoconductos	0	-0.09
salvocunducto	0	-0.09
salvos	0.86	0.33
salvu00e	-0.08	0.04
salvu00f	-0.08	0.06
salvá	0.08	0.06
salvé	-0.08	0.04
salvó	-0.68	0.23
salvó)	0	-0.09
salxda	0	-0.17
salxden	0	-0.09
salxdos	0.08	0.04
salzar	0	-0.17
salário	0	-0.09
salários	0	-0.17
salí	0.08	0.15
salía	-0.1	0.09
salían	0	-0.43
salío	-0.08	0.06
saló	0	-0.34
salón	0.05	-1.76
salónic	0	-0.09
salónica	0	-0.09
sam	0.16	-0.17
sama	0	-0.43
samadello	0	-0.09
saman	0	-0.09
samana	0.16	0.11
samaniego	0	-0.09
samanta	0	-0.09
samantha	0.08	0.03
samara	0	-0.17
samaritano	0.08	0.05
samarrear	0	-0.17
samarriarl	0	-0.09
samay	0	-0.09
samb	0	-0.17
samba	0	-1.29
samba-enred	0	-0.17
samba-rock	0	-0.09
sambaloco	0	-0.09
sambambaia	0	-0.09
sambas	0.08	0.05
sambernardinos	0	-0.09
sambil	0.13	0.23
samblas	0	-0.34
sambrano	0	-0.43
same	-0.08	-0.04
samedi	0	-0.09
sami	0.08	0.06
samid	0	-0.09
samil	0	-0.17
samir	0.08	0.06
samito_90@chile.com	0	-0.09
samivicho	0	-0.17
samo	0	-0.09
samoa	0	-0.17
samoiedo	0	-0.26
samos	0	-0.17
samot.es	0.08	0.06
samot.es:	0.08	0.06
samp	0	-0.6
sampa	0	-1.21
sampai	0	-0.17
sampaio	0	-0.26
samper	0	-0.09
samperio	0.08	0.06
samperista	0	-0.09
sampled	0	-0.09
sampler	0	-0.09
samples	0	-0.17
sams	0	-0.09
samseiniger	0	-0.09
samso	0.16	0.12
samson	0.16	0.1
samsung	0	-1.98
samtiago	0	-0.09
samu	-1.25	0.53
samu)/	0	-0.09
samu-parral	0.16	0.12
samudio	0	-0.09
samue	0	-0.26
samuel	-0.74	-3.41
samule	0	-0.09
samur-protección	0	-0.09
samurai	0	-0.26
samus	0	-0.09
samy	0.16	0.09
samán	0	-0.26
san	5	5
san-goloteo	0	-0.09
san7os	0	-0.09
san@	0.08	0.06
sana	2.67	2.06
sanabri	0	-0.17
sanacion	0	-0.09
sanación	0	-0.17
sanador	0	-0.09
sanamenteu00a1u00a1u00a1	0	-0.09
sanando	0	-0.09
sanandrea	0	-0.09
sananduva	0	-0.09
sananduva/charru	0	-0.09
sanantonio	0	-0.09
sanar	0	-0.26
sanas	0.21	0.29
sanatorio	0	-0.95
sanatório	0	-0.09
sanbe	0	-0.09
sanbeka	0	-0.09
sanbernado	0	-0.09
sanbernardo	0.08	0.05
sanbil	0	-0.09
sancamaleón	0	-0.09
sancarleña	0	-0.09
sancarlinos	0	-0.09
sancarlo	0	-0.17
sancarlos	0	-0.86
sancarlosonline	0	-0.09
sanche	0	-3.1
sanches	0	-1.64
sanchez	0.95	0.37
sanchez-	0	-0.09
sanchez-llibr	0	-0.09
sancho	0	-0.09
sanchéz	0	-0.09
sancio	0	-0.09
sanciona	0	-0.09
sancionadas	0	-0.09
sancionados	0	-0.17
sancionan	0	-0.09
sancionar	0.08	0.02
sancione	0	-0.09
sanciones	0.08	0.01
sanción	0	-0.17
sanclemente	-0.08	0.06
sancocho	0	-0.09
sancti	0	-0.09
sanctuary	0.08	0.06
sancudo	0	-0.17
sand	0	-0.09
sandales	0	-0.09
sandeces	-0.16	0.11
sander	0	-0.17
sandercoc	0	-0.17
sandercock	0	-0.34
sanders	0	-0.26
sanderson	0	-0.09
sandford	0	-0.09
sandi	0	-0.09
sandia	0.08	0.03
sandinism	0	-0.09
sandinista	0	-0.09
sandino	0	-0.09
sandisk	0	-0.17
sandler	0.08	0.06
sandman	-0.08	0.03
sando	0	-0.34
sandov	0	-0.17
sandova	0	-5
sandoval	1.53	-5
sandoval-orrego	0.08	0.06
sandoval\	0	-0.09
sandovalen	0	-0.09
sandovalsandoval	0	-0.09
sandr	0	-0.52
sandra	-0.15	-5
sandra_chak@hotmail.com	0	-0.09
sandradecoto200@hotmail.com	0	-0.17
sandramabel6	-0.08	0.06
sandremos	0	-0.09
sandrino	0	-0.09
sandrita	0	-0.26
sandriux	0	-0.09
sandro	0	-0.26
sandru	0.08	0.06
sanduck	0	-0.17
sanduiche	0	-0.09
sandunga	0	-0.09
sandungear	0	-0.09
sandunguearemos	0	-0.09
sandungueo	0.16	0.12
sandunguiar	0.08	0.06
sanduíche	0	-0.34
sanduíches	0	-0.09
sandwich	0.16	0.03
sandwish	0	-0.09
sandy	0.05	0.1
sandy&junior	0	-0.09
sandyleah	0.08	0.06
sandália	0	-0.09
sandálias	0	-0.09
sandí	0	-0.17
sandía	0	-0.09
sandías	0	-0.09
sane	0	-0.09
sanf	0.08	0.06
sanfabian	0	-0.09
sanfc	0	-0.09
sanfe	0	-0.09
sanfelipe	0.08	0.06
sanfeliu	-0.08	0.05
sanfernando	-0.02	0.11
sanfi	0	-0.09
sanfic	0	-0.52
sanfra	-0.08	0.06
sanganerias	0	-0.09
sange	0	-0.34
sanger	0.16	0.12
sanggre	0	-0.09
sangiago	0	-0.09
sangogle	0	-0.09
sangoloteos	0	-0.09
sangolqui	0	-0.09
sangolquí	0	-0.09
sangr	-5	4.53
sangra	-0.16	0.09
sangramiento	0	-0.09
sangrando	0	-0.26
sangre	-5	5
sangre-	0	-0.17
sangre/alimentos	0	-0.17
sangre\	0	-0.26
sangregorio	0	-0.09
sangrentas	0	-0.09
sangres	0	-0.17
sangria	0	-0.09
sangrienta	0	-0.26
sangro	-0.08	0.06
sangron	-0.08	0.06
sanguata	0	-0.09
sanguche	0	-0.17
sangucher	0	-0.09
sanguchero-necesitamos	0	-0.09
sanguchito	0	-0.09
sangue	-0.08	-0.3
sanguenuzói	0	-0.09
sangues	0	-0.09
sangueza	0.08	-0.64
sanguina	0	-0.09
sanguinarios	0	-0.09
sangungueo	-0.08	0.06
sanhatan	0	-0.09
sanhattan	0	-0.09
sanhs	0	-0.09
sanhues	0	-0.95
sanhuesa	0	-0.17
sanhuez	-0.08	-4.95
sanhueza	0.76	2.08
sanhueza-muño	0	-0.17
sanhxeza	0	-0.09
saniago	-0.08	0.05
sanida	0	-0.09
sanidad	-0.08	0.03
sanima	0	-0.09
sanit	-0.02	0.1
sanita	0	-0.26
sanitari	0	-0.69
sanitaria	0	-3.36
sanitarias	0	-0.52
sanitario	0	-1.12
sanitarios	-0.08	-5
sanitas	0	-0.86
sanito	0.16	0.11
sanitos	0	-0.17
sanitrio	0	-0.09
sanjavier	-0.08	0
sanjo	0	-0.17
sanjuan	-0.08	0.04
sanjuaninos	0	-0.09
sankan	0	-0.26
sankán	0	-0.09
sanlorenzo	0	-0.09
sanma	-0.08	0.06
sanmarcos356//tipo	0	-0.09
sanmartin	0	-0.26
sanmartín	0	-0.09
sanmiguelinos	0	-0.09
sanntiag	0	-0.09
sanntiago	0	-0.09
sanny	0	-0.09
sano	1.24	0.75
sanos	1.1	0.4
sanpa	0	-0.09
sanpedr	-0.08	0.03
sanpedro	0.08	-0.73
sanpedrodelapa	0	-0.09
sanpedrodelapaz	0	-0.09
sanpedrodlapa	0	-0.17
sanpedroverónica	0	-0.34
sansana	0	-0.17
sansano	-0.08	0.05
sansanos	0	-0.34
sansebastian	0	-0.09
sansu00e3o	0	-0.09
sant	-0.08	-1.68
santa	1.88	-5
santacru	0	-0.09
santacruz	0	-0.09
santade	0	-0.09
santafe	0	-0.09
santafesi	0	-0.09
santago	0	-0.17
santaig	0	-0.09
santaisabel	0	-0.17
santajuana	0	-0.43
santajun	0	-0.09
santamaria	0.08	0.04
santamarina	0	-0.09
santamaría	-0.02	0.09
santan	-0.08	-0.99
santana	0.4	-1.93
santana\	0	-0.09
santande	0	-3.02
santander	0.5	-5
santander-santiago	0	-0.09
santandercuenta	0	-0.09
santaniello	0	-0.17
santaolalla	0	-0.17
santder	0	-0.17
sante	0	-0.17
santelice	0	-0.43
santelices	-1.1	0.87
santelices\	0	-0.17
santeros	0	-0.09
santgiago	0	-0.09
santgo	0	-0.09
santi	0.24	0.13
santia	0	-1.21
santiado	0	-0.09
santiag	1.78	-5
santiagi	0	-0.09
santiagino	0	-0.09
santiaginos	-0.08	0.06
santiagio	0	-0.09
santiago	-5	-5
santiago(calera	0	-0.09
santiago(colina	-0.08	0.06
santiago(en	0.08	0.06
santiago(via	-0.08	0.06
santiago)	0.08	0.05
santiago)3757208	0	-0.52
santiago)y	0	-0.09
santiago-	0	-0.43
santiago-centro	0	-0.09
santiago-chile	0	-0.34
santiago-chillán	0	-1.03
santiago-concepcion	0	-0.09
santiago-curepto	0	-0.09
santiago-gye-caracas-mia	0	-0.09
santiago-lampa	0	-0.09
santiago-punta	0	-0.17
santiago-rancagua	0	-0.09
santiago-un	0	-0.09
santiago-viña	0	-0.09
santiago.es	0	-0.09
santiago.grúa	0	-0.09
santiago.se	0	-0.09
santiago.tf	-0.08	0.06
santiago/	0.08	0.06
santiago//	0	-0.17
santiago//no	-0.16	0.12
santiago/chil	0	-0.43
santiago/concepcio	0	-0.09
santiago/conchali	0	-0.09
santiago/las	0	-0.09
santiago/san	0	-0.09
santiago00	0	-0.09
santiago@teleton.cl	0	-0.09
santiago\	0	-0.86
santiagoa	-0.08	0.06
santiagoamcit@state.gov	0	-0.09
santiagocentro	0	-0.17
santiagocéntrico	0	-0.09
santiagodechile	-0.08	0.06
santiagodeloscaballeros.info	0	-0.26
santiagoenpicada.cl	0	-0.26
santiagomatrixc2295@hotmail.com	0.08	0.06
santiagomb	0	-0.09
santiagors	0	-0.09
santiagose	0	-0.09
santiagoseminario	0	-0.43
santiagotalca	0	-0.09
santiagou2014	0	-0.09
santiago¿	0	-0.17
santiagp	0.08	0.06
santiagues	0	-0.09
santiaguin	0	-0.09
santiaguina	0	-0.17
santiaguino	0.08	-0.13
santiaguinos	-0.02	-2.67
santiaguito	0	-0.09
santiagués	0	-0.09
santialgo	0	-0.09
santiang	0	-0.09
santiango	0	-0.17
santiasco	0	-0.17
santiasko	0	-0.26
santibañe	0	-0.52
santibañes	0	-1.21
santibañez	-0.02	-4.05
santibáñe	0	-0.17
santibáñez	-0.08	-0.99
santibáñez(stgo)y	0	-0.09
santidad	0	-0.17
santielices	0	-0.09
santificado	0	-0.09
santig	0	-0.09
santiga	0	-0.43
santigago	0.08	0.06
santigao	0	-0.17
santigo	0.38	0.16
santiguo	0	-0.17
santilla	0	-0.09
santillan	0	-0.09
santin	0	-0.17
santis	0.08	-0.64
santisgo	0	-0.09
santisima	0	-0.26
santisimo	0	-0.09
santista	0	-0.34
santita	-0.08	0.06
santitos	0	-0.09
santivañez	0	-0.09
santiz	0	-0.09
santo	2.42	0.98
santoago	0	-0.09
santojani	0	-0.09
santomer	0	-0.09
santomil	0	-0.17
santonge	0	-0.17
santonio	0	-0.34
santoral	0	-0.17
santorial	0	-0.09
santoro	0	-0.17
santos	-0.35	-5
santos_guarujá	0	-0.09
santosu2665	0	-0.09
santotomas	0	-0.09
santrago	0	-0.09
santu0131ago	0	-0.09
santuario	0	-1.29
santucho	-0.08	0.05
santugo	0	-0.09
santuiste	0	-0.69
santurrón	0	-0.09
santuário	0	-0.09
santángelo	0	-0.09
santísima	0	-0.17
santíágo	0.08	0.06
sanv	0	-0.09
sanvi	0.16	0.12
sanvicente	0	-0.26
sanwich	0	-0.09
sanwicheros	0.08	0.06
sanyo	0	-0.09
sanz	0.16	-1.72
sanzan	0	-0.17
sanzana	0.24	-1.24
sao	-0.23	-4.63
saoiasoiasiosa	0	-0.09
saopaulo	-0.08	0.06
saopskak	0	-0.09
sap	0	-0.52
sapa	-0.08	0.01
sapag	-0.08	0.06
sapato	0	-0.34
sapatos	0	-0.26
sapatu00e3	0	-0.09
sapean	0	-0.09
sapeando	0	-0.17
sapear	0	-0.17
sapeca	0	-0.09
sapene	0	-0.09
sapeo	0	-0.17
saperland	0	-0.09
sapiain	0	-0.17
sapiar	-0.08	0.05
sapien	0	-0.09
saping	0	-0.09
sapito///////	0	-0.09
sapo	-0.08	-0.39
saporr	0	-0.26
saport	-0.08	0.06
saporta	0.08	0.03
sapos	-0.16	0.03
sapsaop	0	-0.09
sapu	0	-1.9
sapulveda	0	-0.09
saq	0	-0.26
saqando	0	-0.09
saqe	-0.16	0.11
saqea	-0.16	0.12
saqeada	0	-0.09
saqeadas	0	-0.09
saqeadores	0	-0.34
saqeadors	0	-0.09
saqean	-0.08	0.05
saqeand	0	-0.17
saqeando	0	-0.26
saqear	-0.24	0.15
saqearon	-0.02	0.11
saqen	-0.08	0.03
saqeo	-0.08	0.02
saqeos	0.02	0.19
saqeuando	0	-0.26
saqeuaron	0	-0.09
saqos	0	-0.17
saqu	-0.08	-0.13
saqu00e	-0.08	0.06
saquae	0	-0.17
saquando	-0.08	-0.3
saque	-0.52	0.44
saquea	-0.7	0.17
saqueaba	0	-0.09
saqueaban	-0.08	0.01
saquead	0.05	-4.26
saqueada	-0.27	0.11
saqueadas	-0.24	0.02
saqueadita	0	-0.09
saqueado	-0.47	-5
saqueado//	0	-0.09
saqueador	0.13	-5
saqueador\	0	-0.6
saqueadora	0	-0.17
saqueadoras	0	-0.09
saqueadore	-0.02	-1.8
saqueadores	-2.81	-5
saqueadores\	0	-0.34
saqueador¿aparecerá	0	-0.09
saqueados	-0.33	-5
saqueaeon	0	-0.09
saquean	-3.11	-5
saqueand	-0.33	0.01
saqueando	-5	5
saqueandolo	0	-0.09
saquear	-4.02	1.03
saquearan	-0.1	0.07
saquearemos	0	-0.09
saquearl	0	-0.09
saquearla	0	-0.09
saquearles	0.08	0.06
saquearlo	0	-1.12
saquearlos	-0.16	0.09
saquearme	0	-0.17
saquearnos	0	-0.17
saquearon	-0.58	-5
saquearte	0	-0.09
saqueará	0	-0.09
saquearán	0	-0.17
saquearía	0	-0.09
saqueas	0	-0.17
saqueban	0	-0.09
saqued	0	-0.09
saqueda	0	-0.34
saquedado	0	-0.09
saquedo	0	-0.09
saquedor	0	-0.09
saquedore	0	-0.09
saquedores	-0.08	0.04
saquei	0	-0.17
saqueiam	0	-1.03
saquele	0	-0.17
saquelo	0	-0.09
saquemi	0	-0.6
saquemos	-0.08	-0.39
saquen	-1.1	0.88
saquenad	0	-0.09
saquenado	-0.33	0.02
saquenando	0	-0.09
saquenaod	0	-0.09
saquend	0	-0.09
saquendo	0	-2.59
saquenla	0	-0.34
saquenle	-0.08	0.01
saquenlo	0	-0.09
saquenlos	0.16	0.12
saquenme	-0.08	0.04
saquense	0	-0.09
saquenselos	0	-0.09
saqueo	-5	-5
saqueo(si	0	-0.09
saqueo\	-0.24	0.14
saqueoes	0	-0.09
saqueon	0	-0.26
saqueos	-5	2.41
saqueos(fuente	0	-0.09
saqueos)	0	-0.09
saqueos//en	0.08	0.06
saqueos/robos	0	-0.43
saqueos\	0	-0.52
saqueosen	0	-0.09
saqueospor	0	-0.09
saqueoss	0	-0.17
saqueosscl	0	-0.09
saqueosy	0	-0.43
saqueovision	0	-0.09
saqueqron	0	-0.09
saquer	-0.08	0.02
saquera	0	-0.17
saquerar	0	-0.09
saquero	0	-0.09
saqueron	0.08	-0.56
saqueros	-0.08	-0.13
saquería	0	-0.09
saques	0.32	-3.01
saquese	0	-0.09
saqueso	0	-0.09
saquesos	0	-0.17
saqueé	0	-0.09
saqueó	0	-3.97
saquiadores	-0.08	0.06
saquiados	0	-0.17
saquiamos	0	-0.09
saquiando	-0.49	0.13
saquiar	0	-0.43
saquiaron	-0.08	0.06
saquicel	0	-0.26
saquicela	0	-1.12
saquieado	0	-0.09
saquieando	0	-0.17
saquiendo	0	-0.09
saquier	0	-0.09
saquinho	0	-0.09
saquito	0	-0.09
saquoes	0	-0.17
saquos	0	-0.34
saqureand	0	-0.09
saqué	-0.18	0.1
saquéan	0	-1.12
saquéos	0.08	0.05
sar	0.08	0
sara	1.54	0.23
sarabia	-0.04	0.16
saradaso	0	-0.09
saragoni	0	-0.09
saragusti	0	-0.09
sarah	-0.02	0.05
sarai	0	-0.26
saraiva	0	-0.34
sarajevo	-0.08	0.05
saramag	0	-0.09
saramago	0	-0.34
sarandon	0	-0.09
sarar	0	-0.09
sararock	0	-0.09
sarash	0	-0.17
sarau	0	-0.09
saravi	0	-0.09
saravia	0.24	-0.38
saray	-0.08	-0.13
sarba	0	-0.09
sarcarsmo	0	-0.09
sarcasm	0.08	0.01
sarcasmo	0.19	0.26
sarcasmo\	0	-0.09
sarcasmos	0	-0.09
sarcastic	0	-0.09
sarcastica	0	-0.09
sarcasticamente	0.08	0.05
sarcastico	0	-0.09
sarcasticos	0	-0.09
sarcey	0	-0.09
sarcóirónico	0	-0.09
sardinal	0	-0.09
sardiñ	0	-0.26
sardiña	0	-0.09
sare	0	-0.09
sargenti	0	-0.09
sargento	-0.02	-1.72
sargentopepper	0	-0.09
sargunaraj	0	-0.17
sari	0.08	0.04
sari_chile	-0.08	0.06
sarin	0	-0.09
sarita	0.08	-0.04
saritajonasfan	-0.08	0.06
sarki	0.08	0.06
sarkis	0	-0.17
sarkozy	0	-1.38
sarlo	0	-0.09
sarmi	0	-0.17
sarmient	0	-0.09
sarmientino	0	-0.09
sarmiento	0.57	0.27
sarna	0	-0.09
sarne	0	-0.17
sarney	0	-0.69
sarnoso	-0.08	0.06
saro	0	-0.26
saroc	0	-0.09
saron	0	-0.26
sarou	0	-0.09
sarpad	0	-0.09
sarpado	0	-0.43
sarpando	0	-0.09
sarpast	-0.08	0.06
sarph	0.08	0.06
sarre	0	-0.17
sarret	0	-1.29
sarri	0	-0.26
sarria	0	-0.26
sarriu00e0	0	-0.09
sarro	0	-0.09
sarroca	0.08	0.06
sarsa	0	-0.09
sart	0	-0.09
sarta	0	-0.09
sartenes	0	-0.09
sartor	0	-0.09
sartori	0	-0.09
sartre	0	-0.09
sartronx	0	-0.09
sartén	0	-0.09
saru	0	-0.09
sarzosa	0	-0.09
sarzoza	0	-0.09
sará	0.08	0.06
sas	0	-0.09
sasasa	0	-0.09
sascha	0	-0.09
sasco	0	-0.09
sasha	0	-0.09
sashasokol	0	-0.17
sashimi	0	-0.09
sashita	0	-0.52
sasntiago	0	-0.09
saso	0	-0.17
sasquearon	0	-0.17
sastamente	0	-0.09
sastre	0	-0.09
sastrería	0	-0.09
sasturain	0.08	0.06
sasuke	0	-0.09
sat	0	-0.69
sata	0	-0.17
satago	0.08	0.06
satanas	0	-0.17
satanicas	0.08	0.06
sataniza	0	-0.17
satanizado	0	-0.09
satanás	0	-0.43
satatán	0	-0.09
satchary	0	-0.09
satelit	-0.08	0.04
satelita	-0.08	-2.02
satelital	-0.25	0.41
